consumer_id,payment_type,payment_date,payment_amount
80944542022,687914 BOLETO 470322,2022-07-16,R$ 2836.4
435001420498,782722 debit card,2020-11-11,R$ 11506.1
83478781255,885652 DEBIT 337491,2023-01-25,R$ 14057.7
144886524133,Pix 822218,2022-03-15,R$ 7477.0
611332772073,438283 credit_card 887651,2020-08-23,R$ 12249.5
871606777479,696907 DEBIT,2021-09-15,R$ 9599.2
786587308278,111434 BOLETO++ 134017,2022-10-14,R$ 7679.4
31691588327,PIX 480554,2022-01-03,R$ 8397.1
554496297587,BOLETO++ 362213,2022-10-25,R$ 14796.6
213868862794,DEBIT 837568,2022-12-13,R$ 10679.6
435001420498,111434 BOLETO++ 134017,2022-02-03,R$ 2420.1
344181374711,PIX@@ 834638,2020-12-22,R$ 7746.4
681306632429,440893 debit card,2020-10-25,R$ 10942.1
524612336731,697130 credit,2021-10-30,R$ 6748.7
285060886299,debit card 51602,2020-11-19,R$ 2898.9
83478781255,34642 debit card,2020-11-12,R$ 9172.2
677039694449,170985 credit_card 426045,2020-11-28,R$ 1709.6
681306632429,662419 credit,2021-08-03,R$ 15191.0
457509068524,705246 credit ELO,2022-04-07,R$ 5573.1
554496297587,839638 DEBIT,2021-04-15,R$ 9478.1
144886524133,DEBIT 259207,2020-12-29,R$ 12099.5
874586818177,408794 Boleto 622204,2020-09-05,R$ 6043.9
924529270294,826493 credit,2022-08-25,R$ 1369.2
64917395004,227054 BOLETO++,2020-12-10,R$ 4299.0
213868862794,DEBIT 260651,2020-01-13,R$ 5929.9
457509068524,782722 debit card,2023-02-10,R$ 1464.5
74871225567,792092 debit card 372652,2022-04-03,R$ 2219.7
909987131450,417154 debit card 609634,2021-09-23,R$ 8507.6
537718118852,PIX 513821,2022-03-15,R$ 771.2
368068609741,345968 PIX@@ 148982,2022-07-25,R$ 9292.6
634087794043,541429 CREDIT TYPE,2021-11-05,R$ 13920.1
768789776296,711921 credit_card,2021-12-07,R$ 10427.0
871606777479,100994 piX 582431,2022-03-19,R$ 12681.3
677039694449,boleto 139728,2023-01-25,R$ 4402.8
611332772073,20184 DEBIT 873039,2022-10-15,R$ 1754.3
537718118852,piX 534031,2022-02-01,R$ 1836.5
447416760995,BOLETO++ 967332,2022-11-04,R$ 13364.6
576658664149,886200 piX,2022-09-17,R$ 1355.7
80944542022,BOLETO++ 988263,2021-06-03,R$ 629.5
548272197141,debit card 772277,2020-10-04,R$ 12643.9
286257776252,boleto 485113,2021-05-13,R$ 6444.1
344181374711,948935 debit card 9096,2021-07-01,R$ 7896.2
375616648160,250382 Boleto 18871,2022-02-20,R$ 13876.1
286257776252,570785 boleto 644795,2022-08-20,R$ 14687.5
276397454361,piX 632520,2022-04-17,R$ 14961.8
432181322622,154008 Boleto,2021-04-30,R$ 13122.1
288349499752,CREDIT TYPE 500488,2022-12-31,R$ 10633.7
786587308278,96030 BOLETO++,2020-04-19,R$ 3899.2
634087794043,PIX 480554,2022-09-08,R$ 8583.7
446039262566,811485 PIX 990313,2021-06-18,R$ 14437.9
83478781255,credit MASTERCARD 361672,2020-02-15,R$ 5182.6
457509068524,800888 PIX@@ 508081,2020-12-30,R$ 7428.1
556463592229,679673 Boleto 861516,2022-01-11,R$ 5606.1
483464196913,247601 pix,2023-03-30,R$ 5694.9
537718118852,937696 boleto 438298,2020-05-20,R$ 7204.4
768789776296,piX 921258,2022-01-31,R$ 1713.0
970765234831,232166 PIX,2022-12-15,R$ 1682.5
768789776296,417154 debit card 609634,2020-06-14,R$ 2818.4
611332772073,560641 piX,2020-05-22,R$ 4674.8
264206396408,289275 boleto 882655,2020-04-11,R$ 12131.4
768789776296,414034 credit MASTERCARD,2021-05-19,R$ 14282.3
580873576795,CREDIT TYPE 369307,2021-01-24,R$ 7418.2
432181322622,110372 debit card,2020-03-09,R$ 7832.7
213868862794,383803 piX 695362,2020-10-16,R$ 12837.5
515648004009,BOLETO++ 773586,2020-07-08,R$ 9987.5
215553816837,335791 PIX@@,2020-07-02,R$ 2087.0
271043982658,780203 debit card 358902,2022-03-06,R$ 3331.2
447416760995,193874 PIX@@,2021-03-07,R$ 9110.3
924529270294,145326 piX,2022-11-19,R$ 1136.3
515648004009,194169 BOLETO++ 244941,2020-10-30,R$ 13652.9
859675575665,18497 boleto,2020-01-28,R$ 3362.1
576658664149,438283 credit_card 887651,2022-12-16,R$ 13673.7
874586818177,debit card 65834,2020-07-13,R$ 6381.2
515648004009,634137 BOLETO,2022-01-11,R$ 948.5
408872306889,148481 credit,2020-10-26,R$ 11072.9
472648277876,921266 Pix,2020-09-11,R$ 10041.0
729179824618,58189 credit ELO,2021-10-23,R$ 8033.3
474892959482,471342 Pix 22015,2020-09-16,R$ 349.6
909987131450,credit MASTERCARD 220266,2022-07-21,R$ 13596.9
677039694449,405053 DEBIT,2020-01-30,R$ 11389.5
790761018077,832488 credit 95934,2021-02-27,R$ 8615.4
435001420498,51711 BOLETO++ 928175,2020-04-04,R$ 7749.4
594284671075,998049 credit_card 942259,2021-06-13,R$ 4668.9
298728267101,220690 Boleto 349029,2022-12-05,R$ 2233.8
576658664149,debit card 351264,2020-03-09,R$ 14836.0
103113440676,563478 BOLETO++,2021-12-04,R$ 14832.9
916089543181,BOLETO 642058,2021-10-29,R$ 11850.5
246014869667,296880 credit ELO 893128,2020-12-03,R$ 10695.6
213868862794,BOLETO++ 455991,2023-01-26,R$ 6282.2
346748702943,919252 BOLETO,2020-03-17,R$ 4681.3
727387933243,227054 BOLETO++,2020-06-11,R$ 7060.0
286257776252,credit_card 364090,2021-06-25,R$ 9663.7
213868862794,credit 538872,2022-05-04,R$ 12509.7
286257776252,DEBIT 154998,2022-07-30,R$ 203.2
213868862794,780203 debit card 358902,2022-04-01,R$ 588.0
36738166061,543573 CREDIT TYPE,2020-03-06,R$ 11362.9
246014869667,PIX@@ 834638,2021-07-24,R$ 1455.6
438089492676,170985 credit_card 426045,2021-07-30,R$ 14392.4
31691588327,DEBIT 669119,2022-01-17,R$ 2357.1
288778337071,BOLETO++ 248351,2022-08-29,R$ 1057.5
871606777479,417036 Boleto 132168,2020-10-12,R$ 4853.9
238954566695,BOLETO++ 988263,2021-11-23,R$ 5416.5
390322188868,debit card 48017,2021-11-29,R$ 10934.9
36738166061,254609 DEBIT,2021-02-01,R$ 1145.3
435001420498,214763 pix 625094,2021-12-13,R$ 15345.9
346748702943,piX 921258,2021-01-06,R$ 10758.4
276397454361,591201 BOLETO,2023-02-26,R$ 9906.7
288349499752,614538 piX 513217,2022-10-31,R$ 4336.1
457509068524,931752 PIX,2020-06-09,R$ 10112.0
594284671075,18497 boleto,2021-04-25,R$ 13872.3
786587308278,254609 DEBIT,2021-06-18,R$ 2320.3
264206396408,548593 credit ELO 568412,2020-11-17,R$ 14513.0
344181374711,boleto 999928,2022-08-23,R$ 7487.6
288349499752,BOLETO 642058,2020-11-08,R$ 13916.1
364560919590,697130 credit,2020-01-27,R$ 15154.5
457509068524,405053 DEBIT,2020-05-27,R$ 11622.0
213868862794,378039 credit,2021-04-10,R$ 14231.1
924529270294,572427 piX,2020-02-05,R$ 5605.5
916089543181,credit_card 98311,2022-03-27,R$ 3661.7
271043982658,78862 DEBIT 641374,2023-03-04,R$ 5801.1
31691588327,345740 PIX@@,2022-12-31,R$ 11016.2
790761018077,80393 CREDIT TYPE 75296,2021-11-02,R$ 603.8
866988917063,327148 boleto,2022-03-12,R$ 15530.8
298728267101,799853 PIX@@ 568668,2020-09-10,R$ 2753.0
417928180760,DEBIT 612956,2022-10-02,R$ 8653.3
806716553933,154008 Boleto,2021-10-18,R$ 4413.7
238954566695,290267 debit card 28249,2020-03-29,R$ 3232.0
280232672886,345740 PIX@@,2021-07-13,R$ 15272.9
18941584806,839638 DEBIT,2021-10-04,R$ 12835.3
611332772073,BOLETO++ 773586,2022-01-04,R$ 1841.7
198700429310,800888 PIX@@ 508081,2020-03-25,R$ 14862.8
271043982658,417036 Boleto 132168,2022-10-10,R$ 265.8
970765234831,153793 BOLETO,2020-07-06,R$ 1978.6
447416760995,498920 Pix,2021-09-12,R$ 8723.7
790761018077,652079 CREDIT TYPE,2021-06-28,R$ 1896.9
677039694449,204407 BOLETO++ 997399,2020-11-22,R$ 8029.2
666005766278,571681 piX 187932,2021-09-06,R$ 13276.3
472648277876,290267 debit card 28249,2021-07-14,R$ 5655.1
524612336731,250382 Boleto 18871,2022-10-23,R$ 13575.9
408872306889,358677 BOLETO++,2020-07-03,R$ 12601.4
774463871553,553978 BOLETO++ 230439,2022-03-31,R$ 913.1
580873576795,422246 DEBIT,2020-06-18,R$ 1507.2
563249531684,152979 piX,2020-07-10,R$ 11973.0
916089543181,645276 credit_card 757261,2022-01-05,R$ 15244.7
550322955051,412388 credit ELO,2022-06-24,R$ 10093.1
286257776252,361069 pix,2020-09-01,R$ 15503.7
280232672886,credit 629960,2021-12-18,R$ 8769.0
727387933243,752090 credit_card 21094,2021-01-16,R$ 8039.5
432181322622,740303 piX,2020-02-09,R$ 8475.3
435001420498,debit card 953681,2021-06-01,R$ 9326.9
569693067703,boleto 726907,2022-04-06,R$ 7928.3
457509068524,debit card 48017,2021-08-14,R$ 11983.2
264206396408,993216 debit card 783912,2022-12-02,R$ 12214.8
364560919590,799227 BOLETO++ 513703,2021-11-02,R$ 10872.2
80944542022,202934 PIX@@ 357298,2022-05-09,R$ 9068.1
991878575072,153793 BOLETO,2020-12-08,R$ 14933.6
246014869667,Boleto 39818,2022-12-28,R$ 485.6
472648277876,315994 DEBIT,2020-05-09,R$ 12281.7
874586818177,340502 debit card,2022-10-08,R$ 2320.3
18941584806,credit MASTERCARD 220266,2020-11-06,R$ 7099.9
866988917063,645276 credit_card 757261,2022-02-05,R$ 2190.5
343866395672,851369 DEBIT 807534,2021-11-28,R$ 14209.5
264206396408,581114 credit,2020-11-01,R$ 1513.4
871606777479,405053 DEBIT,2021-03-07,R$ 10876.8
768789776296,414034 credit MASTERCARD,2021-05-22,R$ 11092.5
285060886299,credit_card 391212,2020-10-02,R$ 1696.3
554496297587,204407 BOLETO++ 997399,2022-02-05,R$ 11250.7
286257776252,92862 credit ELO,2022-05-09,R$ 928.9
916089543181,Boleto 39818,2020-12-29,R$ 204.3
550322955051,687914 BOLETO 470322,2021-05-08,R$ 10032.0
556463592229,771334 PIX@@ 159395,2020-01-09,R$ 1616.0
537718118852,945078 piX,2020-12-29,R$ 9823.3
215553816837,420301 boleto,2022-06-05,R$ 10979.8
569693067703,471318 Boleto,2022-05-04,R$ 11166.6
198700429310,499871 Boleto,2022-02-28,R$ 609.0
435001420498,CREDIT TYPE 986288,2021-11-04,R$ 14698.7
255541826046,PIX 631574,2020-08-25,R$ 2016.1
576658664149,DEBIT 479217,2021-06-02,R$ 11367.5
83478781255,DEBIT 260651,2021-11-30,R$ 10351.2
563249531684,Pix 53626,2020-06-29,R$ 7923.1
681306632429,222730 CREDIT TYPE 866028,2021-08-06,R$ 13005.7
559423839138,769959 Boleto,2020-01-23,R$ 15326.9
144886524133,591201 BOLETO,2021-12-06,R$ 10300.0
298728267101,138012 credit 856499,2022-12-22,R$ 2427.9
920013963772,911948 debit card 447240,2020-03-04,R$ 4921.2
241143435764,752090 credit_card 21094,2020-04-02,R$ 6107.0
874586818177,debit card 772277,2021-10-30,R$ 12426.3
364560919590,DEBIT 479217,2022-05-11,R$ 1862.0
36738166061,Boleto 719751,2023-03-25,R$ 8954.1
457509068524,CREDIT TYPE 500488,2023-03-29,R$ 14969.4
198700429310,148481 credit,2022-04-30,R$ 9187.8
677039694449,642441 BOLETO++ 264367,2023-03-15,R$ 7858.8
806716553933,643214 debit card,2020-02-06,R$ 4498.2
215553816837,113181 debit card 188514,2021-11-25,R$ 1941.1
677039694449,247601 pix,2021-09-30,R$ 176.2
909987131450,494192 BOLETO++,2020-03-12,R$ 10974.5
790761018077,credit_card 364090,2022-02-18,R$ 5743.2
446039262566,338696 Boleto 991835,2022-11-10,R$ 13409.9
298728267101,993216 debit card 783912,2021-03-12,R$ 4408.9
909987131450,771334 PIX@@ 159395,2020-08-29,R$ 5938.1
681306632429,563304 PIX@@ 718841,2022-07-10,R$ 8056.4
438089492676,888644 Boleto 965186,2021-08-23,R$ 2590.6
346748702943,boleto 726907,2021-03-31,R$ 12649.9
179211442849,DEBIT 504016,2021-02-06,R$ 9539.4
288778337071,616690 CREDIT TYPE 887386,2022-04-08,R$ 1020.5
916089543181,509259 PIX@@,2022-11-17,R$ 5325.2
344181374711,679673 Boleto 861516,2021-01-13,R$ 12126.6
346748702943,543573 CREDIT TYPE,2022-02-05,R$ 1477.8
94854400223,569986 BOLETO 776363,2020-12-04,R$ 11034.5
435001420498,credit MASTERCARD 220266,2020-07-31,R$ 10134.4
446039262566,509259 PIX@@,2021-05-02,R$ 9618.6
408872306889,524063 debit card 201331,2022-10-31,R$ 9635.2
36738166061,832488 credit 95934,2020-10-04,R$ 5677.1
515648004009,389211 credit ELO,2021-10-09,R$ 4474.2
276397454361,563304 PIX@@ 718841,2022-11-28,R$ 5927.6
569693067703,credit MASTERCARD 220266,2022-06-08,R$ 11043.7
556463592229,BOLETO++ 645556,2022-07-25,R$ 6605.7
447416760995,509259 PIX@@,2021-09-02,R$ 8252.7
594284671075,credit MASTERCARD 177735,2020-08-30,R$ 12806.9
634087794043,debit card 482312,2021-04-03,R$ 15393.4
524612336731,521358 credit ELO,2021-03-04,R$ 1383.6
74871225567,piX 921258,2022-07-13,R$ 13827.8
671730620024,DEBIT 307842,2020-06-27,R$ 12843.7
447416760995,439081 credit 532621,2022-04-15,R$ 11077.8
435001420498,850373 DEBIT,2022-01-27,R$ 7949.0
446039262566,998049 credit_card 942259,2020-04-09,R$ 7636.5
346748702943,922961 boleto,2021-05-08,R$ 298.8
215553816837,973555 Boleto,2020-12-30,R$ 7010.7
36738166061,912192 DEBIT,2022-03-08,R$ 5818.1
432181322622,110372 debit card,2022-11-27,R$ 313.1
246014869667,572427 piX,2021-10-13,R$ 1600.7
611332772073,697130 credit,2020-09-12,R$ 1789.4
390322188868,227054 BOLETO++,2022-04-22,R$ 3630.5
457509068524,844388 Pix,2022-12-16,R$ 1324.8
286257776252,542972 Pix,2022-10-03,R$ 9921.5
83478781255,654456 PIX 493484,2021-05-17,R$ 10514.2
866988917063,DEBIT 612956,2021-07-20,R$ 3104.2
447416760995,542930 credit,2020-11-25,R$ 4154.5
786587308278,263996 DEBIT 611501,2022-12-22,R$ 11621.3
396813913637,989544 PIX,2021-04-11,R$ 13020.7
611332772073,DEBIT 669119,2023-02-24,R$ 2753.1
375616648160,PIX@@ 914385,2020-06-17,R$ 4391.0
537718118852,135457 CREDIT TYPE 389784,2020-04-23,R$ 7936.3
246014869667,886200 piX,2020-10-02,R$ 5054.7
537718118852,609874 credit ELO,2022-03-27,R$ 2693.5
472648277876,credit_card 9626,2021-10-16,R$ 12214.7
580873576795,973555 Boleto,2021-07-07,R$ 10374.7
408872306889,credit MASTERCARD 784284,2020-05-23,R$ 1828.6
515648004009,563304 PIX@@ 718841,2022-01-31,R$ 11506.7
472648277876,839638 DEBIT,2020-12-16,R$ 512.7
611332772073,730081 debit card,2020-01-29,R$ 3925.4
447416760995,290267 debit card 28249,2021-07-06,R$ 6488.8
271043982658,126106 pix,2023-03-06,R$ 11325.0
285060886299,DEBIT 957515,2020-01-25,R$ 5019.9
524612336731,18497 boleto,2020-11-24,R$ 12731.8
99916484487,583324 BOLETO 858014,2023-01-11,R$ 11078.8
594284671075,BOLETO 774615,2020-04-14,R$ 2152.9
446039262566,PIX 279638,2023-01-08,R$ 8359.9
559423839138,23992 piX 917006,2021-04-26,R$ 1059.9
557477458248,668391 pix 18296,2020-03-23,R$ 4309.2
31691588327,562001 credit MASTERCARD,2022-03-26,R$ 11590.1
286257776252,771990 BOLETO,2022-01-14,R$ 558.0
144886524133,504002 debit card,2022-08-21,R$ 6365.0
871606777479,debit card 74041,2022-06-08,R$ 5307.9
284840717577,BOLETO++ 362213,2022-06-19,R$ 1379.6
286257776252,829497 DEBIT,2022-11-10,R$ 8052.2
215553816837,debit card 985934,2020-01-12,R$ 10893.2
594284671075,34642 debit card,2022-07-24,R$ 6735.6
36738166061,DEBIT 660543,2022-03-04,R$ 12647.2
346748702943,885652 DEBIT 337491,2022-09-21,R$ 12411.6
375616648160,227054 BOLETO++,2021-03-09,R$ 2199.5
483464196913,679673 Boleto 861516,2022-08-30,R$ 12064.0
790761018077,255287 debit card 668759,2021-12-27,R$ 4092.3
179211442849,697130 credit,2021-08-07,R$ 9395.8
447416760995,494004 credit_card,2021-11-03,R$ 2030.1
299991443154,CREDIT TYPE 369307,2021-03-05,R$ 13142.4
515648004009,976871 credit MASTERCARD,2020-09-21,R$ 9267.7
396813913637,BOLETO++ 455991,2020-11-22,R$ 2238.6
36738166061,boleto 435189,2022-07-13,R$ 11573.3
677039694449,148012 PIX,2022-06-27,R$ 6541.8
866988917063,255287 debit card 668759,2020-05-07,R$ 10556.5
375616648160,275320 piX 751811,2022-12-11,R$ 11735.2
515648004009,844388 Pix,2021-07-06,R$ 15280.5
524612336731,credit MASTERCARD 177735,2022-02-06,R$ 13446.1
144886524133,piX 375466,2020-07-25,R$ 694.8
225005483108,debit card 311103,2021-10-28,R$ 10858.4
515648004009,768887 BOLETO 748323,2020-05-22,R$ 6078.9
286257776252,850373 DEBIT,2020-08-20,R$ 14930.3
874586818177,BOLETO 774615,2020-12-27,R$ 7833.1
876385294853,258599 boleto 496515,2020-03-13,R$ 4357.0
457509068524,922763 PIX@@ 10811,2020-02-12,R$ 826.5
285060886299,581114 credit,2022-07-12,R$ 12746.4
556463592229,973555 Boleto,2021-04-06,R$ 11684.2
215553816837,51711 BOLETO++ 928175,2021-09-18,R$ 7248.0
215553816837,BOLETO++ 773586,2020-09-29,R$ 3268.4
806716553933,23992 piX 917006,2020-08-22,R$ 13403.8
255541826046,389211 credit ELO,2022-11-04,R$ 8594.7
80944542022,debit card 482312,2020-02-03,R$ 2507.4
729179824618,832488 credit 95934,2022-06-03,R$ 8999.5
866988917063,107574 BOLETO++ 493423,2021-10-03,R$ 12727.7
375616648160,debit card 65834,2020-08-30,R$ 7880.5
94854400223,DEBIT 333067,2020-11-16,R$ 14082.5
924529270294,780203 debit card 358902,2021-03-12,R$ 3712.7
556463592229,credit MASTERCARD 404830,2020-01-12,R$ 5100.6
677039694449,742530 BOLETO,2021-09-21,R$ 10637.9
457509068524,pix 518412,2022-09-01,R$ 9848.0
438089492676,826493 credit,2022-12-05,R$ 4324.0
871606777479,boleto 435189,2020-01-02,R$ 4420.8
866988917063,96030 BOLETO++,2022-02-23,R$ 15308.7
611332772073,780203 debit card 358902,2022-02-11,R$ 10803.0
408872306889,687914 BOLETO 470322,2020-12-06,R$ 8663.7
286257776252,948935 debit card 9096,2021-09-22,R$ 14573.4
671730620024,945053 Pix,2020-01-03,R$ 8851.3
286257776252,417036 Boleto 132168,2022-07-20,R$ 14447.6
563249531684,229097 PIX 211447,2020-03-24,R$ 2844.3
594284671075,937696 boleto 438298,2022-12-17,R$ 5628.1
286257776252,628762 debit card 476766,2022-05-18,R$ 15530.3
198700429310,BOLETO 119081,2021-11-15,R$ 13877.9
554496297587,pix 987256,2022-08-14,R$ 8005.4
537718118852,BOLETO++ 506888,2021-03-05,R$ 3251.8
438089492676,boleto 726907,2022-03-31,R$ 3919.4
112269020567,475998 CREDIT TYPE,2021-10-05,R$ 8713.5
408872306889,148012 PIX,2022-02-11,R$ 1823.7
417928180760,839638 DEBIT,2022-01-12,R$ 3944.6
299991443154,498920 Pix,2020-02-15,R$ 930.6
280232672886,piX 375466,2023-03-04,R$ 8623.5
871606777479,389211 credit ELO,2022-11-19,R$ 7594.4
970765234831,788012 debit card 376267,2023-02-17,R$ 2770.9
472648277876,358677 BOLETO++,2022-02-08,R$ 3882.4
677039694449,281720 credit_card,2022-08-21,R$ 14826.6
31691588327,credit MASTERCARD 404830,2021-09-05,R$ 2147.2
343866395672,DEBIT 112369,2022-04-15,R$ 4355.9
343866395672,debit card 610597,2020-12-23,R$ 4954.7
786587308278,830377 boleto,2022-06-23,R$ 1419.8
396813913637,668391 pix 18296,2022-02-28,R$ 11470.7
554496297587,BOLETO++ 773586,2020-03-13,R$ 14738.7
288349499752,148481 credit,2023-01-11,R$ 7895.0
866988917063,705246 credit ELO,2022-03-18,R$ 4029.6
594284671075,277959 boleto 823084,2021-01-19,R$ 6262.0
792030406207,204407 BOLETO++ 997399,2022-08-31,R$ 13138.0
557477458248,552117 BOLETO++,2023-03-28,R$ 8689.2
138664856189,10769 BOLETO++ 686157,2021-06-30,R$ 11588.4
144886524133,Pix 152683,2022-12-14,R$ 2362.1
611332772073,135457 CREDIT TYPE 389784,2022-06-19,R$ 7145.1
871606777479,780203 debit card 358902,2021-08-26,R$ 13628.6
432181322622,DEBIT 504016,2020-04-20,R$ 12452.5
556463592229,CREDIT TYPE 500488,2023-01-25,R$ 2792.9
866988917063,237342 CREDIT TYPE 569601,2020-07-31,R$ 7068.8
537718118852,debit card 4047,2021-03-24,R$ 12492.5
786587308278,903694 credit ELO 614209,2022-09-12,R$ 9941.1
871606777479,338696 Boleto 991835,2020-12-29,R$ 9140.3
447416760995,DEBIT 837568,2022-05-24,R$ 10258.5
634087794043,Pix 822218,2022-06-14,R$ 474.1
74871225567,922763 PIX@@ 10811,2022-01-03,R$ 14958.5
396813913637,credit MASTERCARD 404830,2020-04-08,R$ 9727.9
438089492676,BOLETO++ 988263,2021-11-09,R$ 15058.3
677039694449,debit card 910408,2021-05-23,R$ 14240.9
179211442849,debit card 311103,2023-02-18,R$ 10675.0
729179824618,80393 CREDIT TYPE 75296,2021-06-05,R$ 2040.6
198700429310,pix 742984,2022-12-30,R$ 3960.4
103113440676,422246 DEBIT,2020-12-27,R$ 1984.5
916089543181,250382 Boleto 18871,2023-02-12,R$ 6958.0
346748702943,687914 BOLETO 470322,2021-11-12,R$ 12335.6
594284671075,289275 boleto 882655,2021-10-18,R$ 14198.2
576658664149,credit_card 648831,2021-07-05,R$ 10010.6
298728267101,358677 BOLETO++,2022-12-25,R$ 12722.0
438089492676,92862 credit ELO,2022-09-08,R$ 1724.4
537718118852,405053 DEBIT,2022-12-21,R$ 15492.9
768789776296,piX 632520,2022-12-16,R$ 2572.7
563249531684,850373 DEBIT,2022-08-27,R$ 1461.8
874586818177,debit card 51602,2020-11-19,R$ 13305.8
213868862794,credit_card 9626,2022-03-23,R$ 10957.7
871606777479,542972 Pix,2021-02-21,R$ 1985.9
264206396408,419915 debit card 355557,2020-07-30,R$ 14262.7
31691588327,116867 DEBIT 838793,2022-07-03,R$ 10218.9
587603190359,542726 DEBIT 709727,2021-02-20,R$ 10764.3
991878575072,959565 boleto 355660,2023-01-16,R$ 6111.6
537718118852,BOLETO++ 773586,2021-01-05,R$ 2908.7
594284671075,417036 Boleto 132168,2021-02-14,R$ 11250.5
238954566695,BOLETO++ 506888,2022-04-05,R$ 15146.9
198700429310,998049 credit_card 942259,2021-01-23,R$ 85.8
396813913637,982484 debit card 25249,2022-01-18,R$ 2504.9
288778337071,668391 pix 18296,2020-08-07,R$ 12294.8
556463592229,799227 BOLETO++ 513703,2021-06-10,R$ 15002.7
286257776252,907128 debit card,2022-10-06,R$ 12950.2
874586818177,957725 boleto 85131,2020-04-28,R$ 9845.9
524612336731,DEBIT 333067,2020-04-13,R$ 1579.4
285060886299,268645 Boleto,2022-09-24,R$ 13759.3
80944542022,71957 boleto,2020-12-16,R$ 5173.0
611332772073,credit MASTERCARD 784284,2022-03-16,R$ 6561.4
563249531684,154008 Boleto,2021-07-29,R$ 10930.3
806716553933,58189 credit ELO,2021-06-14,R$ 5316.1
866988917063,boleto 364547,2022-09-26,R$ 1505.9
681306632429,DEBIT 669119,2021-02-19,R$ 11397.9
677039694449,credit MASTERCARD 220266,2021-02-08,R$ 12648.6
31691588327,309819 credit,2021-05-17,R$ 12460.7
264206396408,BOLETO++ 530163,2020-03-29,R$ 12588.0
866988917063,945053 Pix,2021-11-22,R$ 12451.7
36738166061,184934 BOLETO,2022-04-17,R$ 3978.6
576658664149,383803 piX 695362,2021-11-16,R$ 14830.8
238954566695,23992 piX 917006,2020-11-14,R$ 6154.7
472648277876,BOLETO 930236,2021-02-13,R$ 6745.4
238954566695,boleto 435189,2021-10-09,R$ 7703.4
241143435764,652079 CREDIT TYPE,2020-10-15,R$ 9462.0
280232672886,pix 987256,2020-09-25,R$ 13669.3
594284671075,552117 BOLETO++,2020-01-09,R$ 15184.2
472648277876,236630 PIX@@ 103272,2022-10-14,R$ 9241.6
94854400223,157920 CREDIT TYPE,2022-11-05,R$ 3891.2
74871225567,credit MASTERCARD 745890,2021-05-26,R$ 3642.2
276397454361,186958 Pix 285374,2022-08-23,R$ 705.2
276397454361,670965 piX,2020-10-18,R$ 6969.5
36738166061,524063 debit card 201331,2021-07-28,R$ 12744.7
435001420498,325608 boleto,2021-05-16,R$ 13668.6
138664856189,365675 debit card 82682,2022-08-14,R$ 1908.7
31691588327,58189 credit ELO,2021-09-01,R$ 1711.2
80944542022,227054 BOLETO++,2022-10-13,R$ 5340.5
768789776296,194510 DEBIT 959337,2023-03-14,R$ 9516.9
677039694449,261823 debit card,2021-08-21,R$ 4001.0
271043982658,705246 credit ELO,2020-04-11,R$ 2780.3
866988917063,795256 credit MASTERCARD,2021-01-20,R$ 11246.5
594162829672,296880 credit ELO 893128,2020-12-19,R$ 6299.3
215553816837,78862 DEBIT 641374,2021-11-13,R$ 5212.9
288349499752,DEBIT 239396,2022-05-14,R$ 1046.1
483464196913,365675 debit card 82682,2023-02-15,R$ 15297.8
569693067703,piX 375466,2022-05-02,R$ 3626.2
991878575072,569986 BOLETO 776363,2020-11-30,R$ 3839.6
36738166061,DEBIT 259207,2022-06-10,R$ 8328.3
246014869667,6121 credit_card 602452,2021-02-03,R$ 1373.2
179211442849,194169 BOLETO++ 244941,2022-05-30,R$ 3104.6
94854400223,debit card 74041,2021-12-15,R$ 7222.4
241143435764,20184 DEBIT 873039,2023-03-16,R$ 8598.4
344181374711,799227 BOLETO++ 513703,2022-06-10,R$ 2639.5
472648277876,603230 pix 486771,2020-11-16,R$ 9218.3
438089492676,71957 boleto,2022-12-11,R$ 15341.8
255541826046,credit 597169,2022-12-05,R$ 3837.8
99916484487,471318 Boleto,2020-05-09,R$ 11968.7
524612336731,945053 Pix,2020-03-28,R$ 3942.8
634087794043,boleto 364547,2021-12-20,R$ 4732.7
396813913637,138012 credit 856499,2020-12-30,R$ 9362.7
438089492676,541429 CREDIT TYPE,2020-07-07,R$ 4453.6
515648004009,261823 debit card,2023-03-29,R$ 3581.7
871606777479,BOLETO 956294,2023-02-09,R$ 888.9
144886524133,boleto 289551,2020-02-16,R$ 11077.3
557477458248,247601 pix,2020-12-17,R$ 10681.2
246014869667,250382 Boleto 18871,2021-05-28,R$ 1003.4
677039694449,247601 pix,2020-05-10,R$ 6251.4
611332772073,BOLETO++ 530163,2023-02-20,R$ 5287.4
457509068524,6121 credit_card 602452,2021-11-28,R$ 11133.5
36738166061,boleto 877587,2020-01-11,R$ 11366.5
446039262566,899403 DEBIT 976158,2020-02-25,R$ 11549.6
108108596669,CREDIT TYPE 283837,2020-09-12,R$ 2484.9
924529270294,135572 debit card 379453,2022-11-07,R$ 6178.9
80944542022,993216 debit card 783912,2021-10-13,R$ 9166.1
447416760995,credit MASTERCARD 784284,2020-02-12,R$ 13294.1
94854400223,51711 BOLETO++ 928175,2020-12-25,R$ 7808.8
179211442849,609874 credit ELO,2022-10-27,R$ 1534.1
559423839138,844388 Pix,2022-09-21,R$ 9211.6
866988917063,793986 credit_card 255657,2022-11-30,R$ 253.5
286257776252,696907 DEBIT,2022-02-03,R$ 4376.1
